02045000;;Carnes de caprino,frescas,refrigeradas ou congeladas;
02050000;;Carnes de cavalo,asinino e muar,frescas, refrig.ou cong.;
02061000;;Miudezas comestiveis,de bovino,frescas ou refrigeradas;
02062100;;Linguas de bovino,congeladas;
02062200;;Figados de bovino,congelados;
02062910;;Rabos de bovino,congelados;
02062990;;Outras miudezas comestiveis,de bovino, congeladas;
02063000;;Miudezas comestiveis,de suino,frescas ou refrigeradas;
02064100;;Figados de suino,congelados;
02064900;;Outras miudezas,comestiveis,de suino, congeladas;
02068000;;Miudezas comestiveis,de ovino,etc. frescas/refrigeradas;
02069000;;Miudezas comestiveis,de ovino,caprino, etc.congeladas;
02071100;;Carnes de galos/galinhas,n/cort.pedacos, frescas/refrig.;
02071200;;Carnes de galos/galinhas,n/cortadas em pedacos,congel.;
02071300;;Pedacos e miudezas,de galos/galinhas, frescos/refriger.;
02071400;;Pedacos e miudezas,comest.de galos/galinhas, congelados;
02072400;;Carnes de peruas/perus,n/cort.pedacos, frescas/refriger.;
02072500;;Carnes de peruas/perus,n/cortadas em pedacos,congeladas;
02072600;;Carnes de peruas/perus,em pedacos,miudez. frescos/refrig;
02072700;;Carnes de peruas/perus,em pedacos e miudezas,congeladas;
02074100;;Carnes de patos, n/cort.em pedacos, frescas/refriger.;
02074200;;Carnes de patos,gansos,etc.n/cort.em pedacos,congeladas;
02074300;;Figados gordos,de patos (foie gras), frescos/refrig.;
02074400;;Outs.carnes/miudezas,de patos,frescas, refrig;
02074500;;Outs.carnes,miudezas,de patos, congeladas;
02075100;;Carnes de gansos n/cort.em pedacos, frescas/refriger.;
02075200;;Carnes de  gansos n/cort.em pedacos,congeladas;
02075300;;Figados gordos,de gansos (foie gras), frescos/ refrig.;
02075400;;Outs.carnes/miudezas,de gansos, frescas, refrig;
02075500;;Outs.carnes,miudezas,de gansos, congeladas;
02076000;;Carnes e miudezas comestíveis de galinhas dangola (pintadas), frescas/refriger/ congeladas;
02081000;;Carnes/miudezas,de coelhos/lebres,frescas/ refrig/congel;
02083000;;Carnes e miudezas,de primatas,frescos/ refrig/congel;
02084000;;Carnes e miudezas,de baleias,golfinhos e botos, peixes-boi e digongos, otárias e focas, leões-marinhos e morsas ,frescos/ refrig/ congel;
02085000;;Carnes e miudezas,de répteis(incluidas as serpentes e as tartarugas marinhas), frescos/ refrig/congel;
02086000;;Carnes e miudezas,de camelos e outros camelídeos, frescos/ refrig/congel;
02089000;;Carnes e miudezas,de outs.animais,frescos/ refrig/congel;
02091011;;Toucinho de porco sem partes magras, fresco/ refrigerado/ congelado;
02091019;;Toucinho sem partes magras,salgado/ salmoura/ seco/defum.;
02091021;;Gordura de porco,fresca,refrigerada ou congelada;
02091029;;Gordura de porco,n/fundida,salgada,em salmoura,seca,etc;
02099000;;Gordura de aves,n/fundida,fresca, refrigerada,congel.etc;
02101100;;Pernas/pas/pedacos,de suino,n/desossados, salgados,etc.;
02101200;;Barrigas e peitos,entremeados,de suino,salgados,etc.;
02101900;;Outs.carnes de suino,salgadas ou em salmoura,secas,etc.;
02102000;;Carnes de bovinos,salgadas/em salmoura/ secas/defumadas;
02109100;;Carnes e miudezas,de primatas,salgados,etc.;
02109100;01;Miudezas, farinhas e pós dessas miudezas de primatas;
02109200;;Carnes e miudezas,de baleias,golfinhos e botos, peixes-boi e digongos, otárias e focas, leões-marinhos e morsas,salgados,etc.;
02109200;01;Miudezas, farinhas e pós dessas miudezas de baleias, golfinhos e botos  mamíferos da ordem dos cetáceos , de peixes-boi  manatins  e dugongos  mamíferos da ordem dos sirênios , de otárias e focas, leões-marinhos e morsas  mamíferos da subordem dos pinípedes ;
02109300;;Carnes e miudezas,de répteis(incluidas as serpentes e as tartarugas marinhas), salgados,etc.;
02109300;01;Miudezas, farinhas e pós dessas miudezas de répteis  incluindo as serpentes e as tartarugas marinhas ;
02109900;;Carnes e miudezas,de outros animais,salgados, etc.;
02109900;01;Miudezas, exceto fígados de aves da posição 01.05, farinhas e pós dessas miudezas;
02109900;02;Fígados de aves da posição 01.05, salgados ou em salmora;
03011110;;Aruanã (peixe ornamental);
03011190;;Outros peixes ornamentais, vivos,  de água doce;
03011900;;Outros peixes ornamentais vivos;
03019110;;Trutas (salmo trutta e oncorhynchus),para reproducao;
03019190;;Outros trutas (salmo trutta e oncorhynchus),vivas;
03019210;;Enguias (anguilla spp.) para reproducao;
03019290;;Outros enguias (anguilla spp.) vivas;
03019310;;Carpas para reproducao;
03019390;;Outros carpas vivas;
03019410;;Atuns-azuis (thunnus thynnus, thunnus orientalis) para reprodução;
03019490;;Outros atuns-azuis (thunnus thynnus, thunnus orientalis);
03019510;;Atuns-do-sul (thunnus maccoyii) para reprodução;
03019590;;Outros  atuns-do-sul (thunnus maccoyii);
03019911;;Tilapias,peixes para reproducao;
03019912;;Esturjões,peixes para reproducao;
03019919;;Outros peixes vivos para reprodução;
03019991;;Tilapias,peixes vivos;
03019992;;Esturjões,peixes vivos;
03019999;;Outros peixes vivos;
03021100;;Trutas frescas,refrig.exc.files,outs. carnes, figados,etc;
03021300;;Salmoes-do-pacifico, frescos,refrig. exc.files,etc.;
03021400;;Salmoes-do-atlantico, frescos,refrig. exc.files,etc.;
03021900;;Outros salmonideos frescos,refrig.exc. files,etc.;
03022100;;Linguados-gigantes,frescos,refrig.exc. files,etc.;
03022200;;Solhas ou patrucas,frescas,refrig.exc. files,etc.;
03022300;;Linguados frescos,refrig.exc.files,outs. carnes,etc.;
03022400;;Pregado (psetta maxima),frescos,refrig.exc. files,etc.;
03022900;;Outros peixes chatos,frescos,refrig.exc. files,etc.;
03023100;;Atuns-brancos ou germoes,frescos/refriger. exc.files,etc;
03023200;;Albacoras/atuns barbat.amarela,frescas/ refrig. exc.files;
03023300;;Bonitos-listrados,etc.frescos,refrig.exc. files,etc.;
03023400;;Albacoras-bandolim (patutos) thunnus thinnus;
03023500;;Atuns azuis (thunnus thinnus (…);
03023600;;Atuns do sul thunnus maccoyii;
03023900;;Outs.atuns frescos,refrig.exc.files, outs. carnes,etc.;
03024100;;Arenques frescos/refrigerados,exc. files,outs.carnes,etc;
03024210;;Anchoitas frescos/refrigerados,exc. files,outs.carnes,etc;
03024290;;Outras anchovas frescos/refrigerados,exc. files,outs.carnes,etc;
03024300;;Sardinhas frescos/refrigerados,exc. files,outs.carnes,etc;
03024400;;Cavalinhas frescos/refrigerados,exc. files,outs.carnes,etc;
03024500;;Chicharros frescos/refrigerados,exc. files,outs.carnes,etc;
03024600;;Bijupirás frescos/refrigerados,exc. files,outs.carnes,etc;
03024700;;Espadartes frescos/refrigerados,exc. files,outs.carnes,etc;
03025100;;Bacalhau do atlantico (...), bacalhau da groelandia (…) e bacalhau do pacífico (...), frescos/refrigerados, exc.files,etc.;
03025200;;Bacalhau haddoch ou lubina, frescos/refrigerados, exc.files,etc.;
03025300;;Bacalhau saithe frescos/refrigerados, exc.files,etc.;
03025400;;Merluzas e abróteas, frescos/refrigerados, exc.files,etc.;
03025500;;Merluza do alasca, frescos/refrigerados, exc.files,etc.;
03025600;;Verdinhos (…), frescos/refrigerados, exc.files,etc.;
03025900;;Outros peixes das fam. bregmacerotidae, gadidae, etc.;
03027100;;Tilápias frescas,refrig.exc.files,outs. carnes,etc.;
03027210;;Bagres (...),frescas,refrig.exc.files,outs. carnes,etc.;
03027290;;Outros bagres, frescas,refrig.exc.files, outs. carnes,etc.;
03027300;;Carpas,frescas,refrig.exc.files,outs. carnes,etc.;
03027400;;Enguias, frescas,refrig.exc.files,outs. carnes,etc.;
03027900;;Outros,frescas,refrig.exc.files,outs. carnes,etc.;
03028100;;Esqualos frescos,refrig.exc.files,outs. carnes,etc.;
03028200;;Raias, frescos,refrig.exc.files, outs. carnes,etc.;
03028310;;Merluzas-negras (dissostichus eleginoides);
03028320;;Merluzas antárticas (dissostichus mawsoni);
03028400;;Robalos, frescos,refrig.exc.files, outs. carnes,etc.;
03028500;;Pargos ou sargos, frescos,refrig.exc.files, outs. carnes,etc.;
03028911;;Agulhões (stiophorus spp., tetrapturus spp., makaira spp.);
03028912;;Pargos (lutjanus purpureus0;
03028921;;Cherne-poveiro (polyprion americanus), frescos ou refrigerados;
03028922;;Garoupas (acanthistius spp);
03028923;;Esturjões (ascipenser baeri);
03028924;;Peixes-rei (atherindae spp);
03028931;;Curimatas (prochilodus spp.), fresco ou refrigerado;
03028932;;Tilapias, fresco ou refrigerado;
03028933;;Surubins (pseudoplatystoma spp.), fres. ou refrig.;
03028934;;Traíras (hoplias malabaricus & h. cf. lacerdae);
03028935;;Piaus (leporinus spp.), fresco ou refrigerado;
03028936;;Tainhas, fresco ou refrigerado;
03028937;;Pirarucu (arapaima gigas), fresco ou refrigerado;
03028938;;Pescadas, fresco ou refrigerado;
03028941;;Piramutabas, fresco ou refrigerado;
03028942;;Douradas, fresco ou refrigerado;
03028943;;Pacus, fresco ou refrigerado;
03028944;;Tambaquis, fresco ou refrigerado;
03028945;;Tambacu fresco ou resfriado;
03028990;;Outs.peixes frescos,refrig.exc.files, outs. carnes,etc.;
03029000;;Figados,ovas e semen,de peixes,frescos ou refrigerados;
03031100;;Salmoesvermelhos,congelados,exc.files,etc.;
03031200;;Oiutros salmoes do pacífico ,congelados, exc.files,etc.;
03031300;;Salmoes-do-atlantico e danubio,congelados, exc.files,etc;
03031400;;Trutas (salmo trutta,etc.) congeladas, exc.files,etc.;
03031900;;Outs.salmonideos congelados,exc.files,outs. carnes,etc.;
03032300;;Tilapias;
03032410;;Bagres congelados,exc.files,outs. carnes,etc.;
03032490;;Outros bagres congelados,exc.files,outs. carnes,etc.;
03032500;;Carpas congelados,exc.files,outs. carnes,etc.;
03032600;;Enguias congeladas,exc.files,outs.carnes, figados,etc.;
03032900;;Outros tilapias, bagres, perca-do-nilo (...), congeladas,exc.files,outs.carnes, figados,etc.;
03033100;;Linguados-gigantes congelados,exc.files. outs. carnes,etc;
03033200;;Solhas ou patrucas,congeladas,exc.files, outs. carnes,etc;
03033300;;Linguados congelados,exc.files,outs.carnes, figados,etc.;
03033400;;Pregados,congelados,exc.files, outs. carnes,etc;
03033900;;Outs.peixes chatos,congelados,exc.files, outs. carnes,etc;
03034100;;Albacoras brancas,congelados, exc. files,etc.;
03034200;;Albacoras/laje,congeladas, exc.files,etc;
03034300;;Bonitos-listrados,etc.congelados, exc.files,etc.;
03034400;;Albacoras-bandolin (patudos) congelados, exc.files, outs. carnes,figados,etc;
03034500;;Atuns-azuis (...), congelados,exc.files, outs.carnes, figados,etc;
03034600;;Atuns do sul congelados,exc.files, outs. carnes,figados,etc;
03034900;;Outs.atuns congelados,exc.files,outs. carnes, figados,etc;
03035100;;Arenques congelados,exc.files,outs. carnes, figados,etc.;
03035300;;Sardinhas, (…) anchovetas, congeladas, exc.files,etc.;
03035400;;Cavalinhas,congeladas, exc. files,etc.;
03035500;;Chicharros,congeladas, exc. files,etc.;
03035600;;Bijupirás,congeladas, exc. files,etc.;
03035700;;Espadartes congelados,exc.files,outs. carnes,etc.;
03036300;;Bacalhau do atlantico,bacalhau da groelandia (...), congelados,exc.files, outs. carnes,etc.;
03036400;;Haddocks congelados,exc.files,outs. carnes, figados,etc;
03036500;;Saithe congelados,exc.files,outs. carnes,etc.;
03036600;;Merluzas e abroteas,congeladas, exc.files,etc.;
03036700;;Merluzas do alasca,congeladas, exc.files,etc.;
03036800;;Verdinhos,congelados, exc.files,etc.;
03036910;;Merluzas rosadas congelados,exc.files,outs. carnes, etc.;
03036990;;Outros peixes das famílias bregmacerotidae (...), congelados,exc.files,outs. carnes, etc.;
03038111;;Tubaroes-azuis inteiros,congelados;
03038112;;Tubaroes-azuis, congelad.eviscerad. s/cabeca, s/barbatana;
03038113;;Tubaroes-azuis,congelados,em pedacos, com pele;
03038114;;Tubaroes-azuis,congelados,em pedacos, sem pele;
03038119;;Outros  tubaroes-azuis congelados;
03038190;;Outs.peixes esqualos,congelados;
03038200;;Raias,congeladas;
03038311;;Merluzas negras congelados,exc.files, outs. carnes, etc. evisceradas, sem cabeça e sem cauda;
03038312;;Merluzas negras congelados,exc.files, outs. carnes,etc. cabeças;
03038319;;Outras merluzas;
03038321;;Meluzas do antartico evisceradas, sem cabeça e sem cauda;
03038322;;Merluzas do antartico – cabeças;
03038329;;Outras merluzas do antartico;
03038400;;Robalos congeladas,exc. files,etc.;
03038910;;Corvinas congeladas,exc.files,outs.carnes, figados,etc.;
03038920;;Pescadas congeladas,exc.files,outs.carnes, figados,etc.;
03038931;;Agulhões congelados,exc.files,outs. carnes, etc.;
03038932;;Pargos congelados,exc.files,outs. carnes,etc.;
03038933;;Peixes-sapo congelados,exc.files,outs. carnes,etc.;
03038941;;Chernes-poveiro congelados,exc.files,outs. carnes,etc.;
03038942;;Garoupas congelados,exc.files,outs. carnes, etc.;
03038943;;Tainhas congelados,exc.files,outs. carnes,etc.;
03038944;;Esturjões congelados,exc.files,outs. carnes, etc.;
03038945;;Peixes-rei congelados,exc.files,outs. carnes, etc.;
03038946;;Nototenias congelados,exc.files,outs. carnes,etc.;
03038951;;Curimatãs congelados;
03038952;;Tilapias congelados;
03038953;;Surubins congelados;
03038954;;Trairas congelados;
03038955;;Piaus congelados;
03038956;;Pirarucus congelados;
03038957;;Anchoitas congelados;
03038961;;Piramutabas congelados;
03038962;;Douradas congelados;
03038963;;Pacus congelados;
03038964;;Tambaquis congelados;
03038965;;Tambacus congelados;
03038990;;Outs.peixes congelados,exc.files,outs. carnes,etc.;
03039000;;Figados,ovas e semen,de peixes,congelados;
03043100;;Files de tilapias,frescos ou refrigerados;
03043210;;Files de bagres,frescos ou refrigerados;
03043290;;Files de outros bagres,frescos ou refrigerados;
03043300;;Files de perca-do-nilo,frescos ou refrigerados;
03043900;;Outros files,frescos ou refrigerados;
03044100;;Files e outs.carnes de salmões do pacífico,frescos ou refrigerados;
03044200;;Files e outs.carnes de trutas,frescos ou refrigerados;
03044300;;Files e outs.carnes de peixes chatos,frescos ou refrigerados;
03044400;;Files e outs.carnes de peixes da família  das bregmacerotidae,frescos ou refrigerados;
03044500;;Files e outs.carnes de espadarte,frescos ou refrigerados;
03044600;;Files e outs.carnes de merluza-negra e merluza-antártica,frescos ou refrigerados;
03044910;;Files e outs.carnes de cherne-poveiro, frescos ou refrigerados;
03044920;;Files e outs.carnes de garoupa,frescos ou refrigerados;
03044990;;Files e outs.carnes de outros peixes,frescos ou refrigerados;
03045100;;Files e outs.carnes de tilápias,frescos ou refrigerados;
03045200;;Files e outs.carnes de salmonídeos,frescos ou refrigerados;
03045300;;Files e outs.carnes de peixes da família  das bregmacerotidae,frescos ou refrigerados;
03045400;;Files e outs.carnes de espadarte,frescos ou refrigerados;
03045500;;Files e outs.carnes de merluza-negra e merluza-antártica,frescos ou refrigerados;
03045900;;Files e outs.carnes de peixes,frescos ou refrigerados;
03046100;;Files de tilápias,congelados;
03046210;;Files de bagre,congelados;
03046290;;Files de outros bagres,congelados;
03046300;;Files de perca-do-nilo,congelados;
03046900;;Files de outras tilápias,congelados;
03047100;;Bacalhau do atlantico,bacalhau da groelandia (...), files congelados.;
03047200;;Haddocks,  files  congelados.;
03047300;;Saithe, files  congelados.;
03047400;;Merluzas e abroteas,  files congelados.;
03047500;;Merluzas do alasca,  files,  congelados.;
03047900;;Outros peixes das famílias bregmacerotidae (...),  files, congelados.;
03048100;;Salmões do pacífico (...),  files, congelados.;
03048200;;Trutas,  files, congelados.;
03048300;;Peixes chatos,  files congelados.;
03048400;;Espadarte,  files congelados.;
03048510;;Merluza negra,  files congelados.;
03048520;;Merluza antártica,  files congelados.;
03048600;;Arenques,  files, congelados.;
03048700;;Atuns (...), bonito listrado (...),  files, congelados.;
03048910;;Pargo, files congelados;
03048920;;Cherne-poveiro,  files, congelados.;
03048930;;Garoupas,  files, congelados.;
03048940;;Tubarão azul,  files, congelados.;
03048990;;Files de outros peixes, congelados.;
03049100;;Outros carnes de espadartes,congeladas;
03049211;;Outros carnes de merluzas negras, congeladas – bochechas (cheeks);
03049212;;Outros carnes de merluzas negras, congeladas – colares (collars);
03049219;;Outros carnes de merluzas negras,congeladas – outros;
03049221;;Outros carnes de merluzas do antártico ,congeladas – bochechas (cheeks);
03049222;;Outros carnes de merluzas do antartico,congeladas – colares (collars);
03049229;;Outros carnes de merluzas doantartico,congeladas – outros;
03049300;;Outros carnes de tilápias,congeladas;
03049400;;Outros carnes de merluza do alasca,congeladas;
03049500;;Outros carnes de peixes da família das bregmacerotidae (...), congeladas;
03049900;;Outros carnes de peixes,congeladas;
03051000;;Farinhas,pos e pellets de peixes, próprios p/ alimentacao  humana;
03052000;;Figados,ovas e semen,de peixes,secos, defumados,etc.;
03053100;;Tilápias (...),secos, salgados/ salmoura, n/defum;
03053210;;Bacalhaus do atlantico, bacalhau da groelândia (…), secos, salgados/ salmoura, n/defum;
03053220;;Saithes(polachius virens), secos, salgados/ salmoura, n/defum;
03053290;;Outros peixes da família das bregmacerotidae (...), secos, salgados/ salmoura,n/defum;
03053910;;Ling(molva molva) e zarbo, secos, salgados/ salmoura, n/defum;
03053990;;Outros files de peixes,secos, salgados/ salmoura,n/defum;
03054100;;Salmoes-do-pacifico,do atlantico e do danubio, defumados, mesmo em filés;
03054200;;Arenques defumados,mesmo em files;
03054300;;Trutas defumadas,mesmo em files;
03054400;;Tilápias defumadas,mesmo em files;
03054910;;Bacalhaus (gadus) defumados,mesmo em files;
03054920;;Saithes (pollachius virens), lings (molva molva) e zarbos (brosme brosme);
03054990;;Outros peixes defumados,mesmo em files;
03055100;;Bacalhaus (gadus) secos,mesmo salgados mas n/defumados;
03055910;;Bacalhaus (gadidae) secos,mesmo salgados,nao defumados;
03055990;;Outs.peixes secos,mesmo salgados mas nao defumados;
03056100;;Arenques salgados,nao secos,nao defumados e em salmoura;
03056200;;Bacalhaus (gadus) salgados,n/secos, n/defumados,salmoura;
03056300;;Anchovas salgadas,nao secas,nao defumadas e em salmoura;
03056400;;Tilápias, bagres, carpas (…) salgados n/secos, n/defum e em salmoura;
03056910;;Saithes(polachius virens),lings e zarbos(brosme brosme);
03056990;;Outros peixes salgados n/secos, n/defum e em salmoura;
03057100;;Barbatanas de tubarão;
03057100;01;Barbatanas de tubarão seco, mesmo salgado mas nao defumado;
03057200;;Cabeças, caudas, bexigas, natatórias, de peixes;
03057200;01;Cabeças, caudas, bexigas, natatórias, de peixes defumados, mesmo em filés, exceto dos códigos 0305.41.00, 0305.42.00 e 0305.49.10;
03057200;02;Cabeças, caudas, bexigas, natatórias, de peixes salgados, não secos nem defumados e peixes em salmoura, exceto dos códigos 0305.61.00 e 0305.62.00;
03057900;;Outros desperdícios comestíveis de peixes secos,mesmo salgados mas nao defumados;
03057900;01;Outros desperdícios comestíveis de peixes defumados, mesmo em filés, exceto dos códigos 0305.41.00, 0305.42.00 e 0305.49.10;
03057900;02;Outros desperdícios comestíveis de peixes salgados, não secos nem defumados e peixes em salmoura, exceto dos códigos 0305.61.00 e 0305.62.00;
03061110;;Lagostas inteiras(palinurus,panulirus e jasus) congeladas;
03061190;;Outras lagostas (palinurus,panulirus e jasus) congeladas;
03061200;;Lavagantes (homards)(homarus spp) congelados;
03061400;;Caranguejos congelados;
03061500;;Lagostas norueguesas congeladas;
03061610;;Camaroes de água fria inteiros congelados;
03061690;;Outros camaroes de água fria congelados;
03061710;;Outros camaroes inteiro congelados;
03061790;;Outros camaroescongelados;
03061910;;Camaroes krillcongelados;
03061990;;Outs.crustaceos congel.incl.farinhas,etc. p/alim.humana;
03062100;;Lagostas (palinurus,panulirus e jasus) nao congeladas;
03062200;;Lavagantes (homards)(homarus spp) nao congelados;
03062400;;Caranguejos nao congelados;
03062500;;Lagosta norueguesa nao congel.;
03062600;;Camaroes de água fria não congelados;
03062700;;Outros camaroes nao congelados;
03062910;;Lagostas de água doce não congeladas (cherax quadricarinatus);
03062990;;Outs.crustaceos nao congel.incl. farinhas p/alim.humana;
03071100;;Ostras vivas,frescas,refrigeradas;
03071900;;Ostras congeladas,secas,etc.;
03072100;;Vieiras,outs.mariscos (pecten,etc) vivos, frescos,refrig;
03072900;;Vieiras,outs.mariscos (pecten,etc) congelados,secos,etc;
03073100;;Mexilhoes (mytilus,perna) vivos,frescos, refrigeraos;
03073900;;Mexilhoes (mytilus,perna) congelados,secos, algados,etc;
03074100;;Sibas,sepiolas,potas e lulas,vivos,frescos, refrigerados;
03074911;;Lulas (ommastrephes,loligo,etc), congelados;
03074919;;Sibas (chocos)(etc) e sepiolas,congelados;
03074990;;Sibas,sepiolas,potas e lulas,secos,salgados, em salmoura;
03075100;;Polvos (octopus spp) vivos,frescos ou refrigerados;
03075910;;Polvos (octopus spp) congelados;
03075990;;Polvos (octopus spp) secos,salgados ou em salmoura;
03076000;;Caracois,exceto.os do mar,vivos,frescos, refrigerados,etc.;
03077100;;Ameijoas, berbigões e arcas (...),vivos, frescos, refrig.;
03077900;;Ameijoas, berbigões e arcas (...), congelados,secos,etc.;
03078100;;Abalones,vivos,frescos,refrig.;
03078900;;Abalones ,congelados,secos,etc.;
03079100;;Outs.moluscos,invertebr.aquaticos,vivos, frescos ,refrig.;
03079900;;Outs.moluscos,invertebr.aquaticos,congelados,secos,etc.;
03081100;;Pepinos-do-mar, vivos, frescos ou refrigerados;
03081900;;Pepinos-do-mar,congelados,secos,etc.;
03082100;;Ouriços-do-mar, vivos, frescos ou refrigerados;
03082900;;Ouriços do mar,congelados,secos,etc.;
03083000;;Medusas (águas vivas) (…);
03089000;;Outros inveetebrados aquáticos, exceto crustáceos e moluscos;
04011010;;Leite uht,cont.materia gorda<=1%,nao concentrado,n/adoc;
04011090;;Outs.leites e cremes,mater.gorda <=1%, n/concentr.n/adoc.;
04012010;;Leite uht,1%<materia gorda<=6%,nao  concentrado,n/adoc.;
04012090;;Outs.leites e cremes,1%<mat.gorda<=6%,n/ concentr.n/adoc;
04014010;;Leite cont.materia gorda >6%, mas não superior a 10%, não concentrado, n/adocicado;
04014021;;Creme de leite,uht,materia gorda>6% mas não superior a 10%, não concentr.n/adoc;
04014021;01;Creme de leite,uht,materia gorda>6% mas não superior a 10%, não concentr.n/adoc, acondicionado em recipiente metálico hermeticamente fechado;
04014029;;Outs.cremes de leite,materia gorda>6% mas não superior a 10%, n/concentr.n/adoc;
04014029;01;Outs.cremes de leite,materia gorda>6% mas não superior a 10%, n/concentr.n/adoc, acondicionados em recipiente metálico hermeticamente fechado;
04015010;;Leite cont.materia gorda>10%,nao concentrado, n/adocicado;
04015021;;Creme de leite,uht,materia gorda>10%,nao concentr.n/adoc;
04015021;01;Creme de leite,uht,materia gorda>10%,nao concentr.n/adoc, acondicionado em recipiente metálico hermeticamente fechado;
04015029;;Outs.cremes de leite,materia gorda>10%, n/concentr.n/adoc;
04015029;01;Outs.cremes de leite,materia gorda>10%, n/concentr.n/adoc, acondicionados em recipiente metálico hermeticamente fechado;
04021010;;Leite em po,mat.gorda<=1,5%,arsenio<5ppm, concentr.adoc.;
04021090;;Outs.leites,cremes,em po,mat.gorda<=1,5%, concentr.adoc.;
04022110;;Leite integral,em po,materia gorda>1.5%, concentr.n/adoc;
04022120;;Leite parc.desnat.em po,mat.gorda>1.5%, concentr.n/adoc.;
04022130;;Creme de leite,em po,materia gorda>1.5%, concentr.n/adoc;
04022910;;Leite integral,em po,etc.materia gorda>1.5%, adocicado;
04022920;;Leite parcialm.desnatado,em po,materia gorda>1.5%,adoc.;
04022930;;Creme de leite,em po,etc.materia gorda>1.5%, adocicado;
04029100;;Outs.leites,cremes de leite,concentrados, n/adocicados;
04029100;01;Outs.leites,cremes de leite,concentrados, n/adocicados, em estado líquido;
04029900;;Outs.leites,cremes de leite,concentrados, adocicados;
04029900;01;Outs.leites,cremes de leite,concentrados, adocicados, em estado líquido;
04031000;;Iogurte;
04031000;01;Iogurte, acondicionado em embalagem de apresentação;
04039000;;Leitelho,leite,creme de leite,coalhados, fermentados,etc;
04039000;01;Leitelho,leite,creme de leite,coalhados, fermentados,etc, acondicionados em embalagem de apresentação;
